Date,"Close Price"
"2017-10-18 01:01:00",5518.86
"2017-10-18 01:02:00",5521.21
"2017-10-18 01:03:00",5523.83
"2017-10-18 01:04:00",5524.24
"2017-10-18 01:05:00",5523.87
"2017-10-18 01:06:00",5520.22
"2017-10-18 01:07:00",5518.37
"2017-10-18 01:08:00",5519.86
"2017-10-18 01:09:00",5520.68
"2017-10-18 01:10:00",5520.97
"2017-10-18 01:11:00",5521.44
"2017-10-18 01:12:00",5521.59
"2017-10-18 01:13:00",5520.63
"2017-10-18 01:14:00",5520.46
"2017-10-18 01:15:00",5516.11
"2017-10-18 01:16:00",5501.85
"2017-10-18 01:17:00",5499
"2017-10-18 01:18:00",5498.01
"2017-10-18 01:19:00",5495.45
"2017-10-18 01:20:00",5498.4
"2017-10-18 01:21:00",5500.41
"2017-10-18 01:22:00",5504.54
"2017-10-18 01:23:00",5508.28
"2017-10-18 01:24:00",5514.45
"2017-10-18 01:25:00",5505.81
"2017-10-18 01:26:00",5503.65
"2017-10-18 01:27:00",5503.62
"2017-10-18 01:28:00",5507.68
"2017-10-18 01:29:00",5506.68
"2017-10-18 01:30:00",5501.79
"2017-10-18 01:31:00",5501.99
"2017-10-18 01:32:00",5497.63
"2017-10-18 01:33:00",5498.39
"2017-10-18 01:34:00",5500.8
"2017-10-18 01:35:00",5501.47
"2017-10-18 01:36:00",5503.35
"2017-10-18 01:37:00",5505.02
"2017-10-18 01:38:00",5507.42
"2017-10-18 01:39:00",5510.67
"2017-10-18 01:40:00",5511.48
"2017-10-18 01:41:00",5513.47
"2017-10-18 01:42:00",5513.58
"2017-10-18 01:43:00",5513.2
"2017-10-18 01:44:00",5511.78
"2017-10-18 01:45:00",5511.15
"2017-10-18 01:46:00",5509.23
"2017-10-18 01:47:00",5509.45
"2017-10-18 01:48:00",5510.48
"2017-10-18 01:49:00",5511.33
"2017-10-18 01:50:00",5510.88
"2017-10-18 01:51:00",5510.07
"2017-10-18 01:52:00",5508.42
"2017-10-18 01:53:00",5505.32
"2017-10-18 01:54:00",5498.07
"2017-10-18 01:55:00",5496.47
"2017-10-18 01:56:00",5493.44
"2017-10-18 01:57:00",5494.84
"2017-10-18 01:58:00",5493.82
"2017-10-18 01:59:00",5491.2
"2017-10-18 02:00:00",5487.28
"2017-10-18 02:01:00",5484.78
"2017-10-18 02:02:00",5480.32
"2017-10-18 02:03:00",5478.35
"2017-10-18 02:04:00",5466.14
"2017-10-18 02:05:00",5461.03
"2017-10-18 02:06:00",5464.81
"2017-10-18 02:07:00",5461.07
"2017-10-18 02:08:00",5462.89
"2017-10-18 02:09:00",5469.95
"2017-10-18 02:10:00",5473.97
"2017-10-18 02:11:00",5473.5
"2017-10-18 02:12:00",5475.1
"2017-10-18 02:13:00",5481.82
"2017-10-18 02:14:00",5481.37
"2017-10-18 02:15:00",5486.86
"2017-10-18 02:16:00",5493.77
"2017-10-18 02:17:00",5498.37
"2017-10-18 02:18:00",5502.52
"2017-10-18 02:19:00",5510.38
"2017-10-18 02:20:00",5513.2
"2017-10-18 02:21:00",5511.09
"2017-10-18 02:22:00",5509.45
"2017-10-18 02:23:00",5505.12
"2017-10-18 02:24:00",5499.51
"2017-10-18 02:25:00",5500.35
"2017-10-18 02:26:00",5501.95
"2017-10-18 02:27:00",5504.78
"2017-10-18 02:28:00",5506.5
"2017-10-18 02:29:00",5505.17
"2017-10-18 02:30:00",5505.97
"2017-10-18 02:31:00",5504.54
"2017-10-18 02:32:00",5506.15
"2017-10-18 02:33:00",5506.3
"2017-10-18 02:34:00",5507.1
"2017-10-18 02:35:00",5507.64
"2017-10-18 02:36:00",5507.33
"2017-10-18 02:37:00",5506.73
"2017-10-18 02:38:00",5508
"2017-10-18 02:39:00",5508.5
"2017-10-18 02:40:00",5510.08
"2017-10-18 02:41:00",5509.9
"2017-10-18 02:42:00",5511.08
"2017-10-18 02:43:00",5510.61
"2017-10-18 02:44:00",5509.68
"2017-10-18 02:45:00",5508.28
"2017-10-18 02:46:00",5502.7
"2017-10-18 02:47:00",5499.27
"2017-10-18 02:48:00",5497.94
"2017-10-18 02:49:00",5499.09
"2017-10-18 02:50:00",5499.38
"2017-10-18 02:51:00",5500.77
"2017-10-18 02:52:00",5502.45
"2017-10-18 02:53:00",5503.83
"2017-10-18 02:54:00",5504.01
"2017-10-18 02:55:00",5504.16
"2017-10-18 02:56:00",5501.26
"2017-10-18 02:57:00",5498.91
"2017-10-18 02:58:00",5495.8
"2017-10-18 02:59:00",5494.4
"2017-10-18 03:00:00",5495.73
"2017-10-18 03:01:00",5494.96
"2017-10-18 03:02:00",5493.36
"2017-10-18 03:03:00",5492.54
"2017-10-18 03:04:00",5492.36
"2017-10-18 03:05:00",5492.74
"2017-10-18 03:06:00",5492
"2017-10-18 03:07:00",5491.33
"2017-10-18 03:08:00",5489.8
"2017-10-18 03:09:00",5486.83
"2017-10-18 03:10:00",5483.75
"2017-10-18 03:11:00",5480.4
"2017-10-18 03:12:00",5473.47
"2017-10-18 03:13:00",5469.14
"2017-10-18 03:14:00",5466.62
"2017-10-18 03:15:00",5467
"2017-10-18 03:16:00",5470.36
"2017-10-18 03:17:00",5473.46
"2017-10-18 03:18:00",5474.72
"2017-10-18 03:19:00",5482.93
"2017-10-18 03:20:00",5486.07
"2017-10-18 03:21:00",5488.54
"2017-10-18 03:22:00",5488.81
"2017-10-18 03:23:00",5489.27
"2017-10-18 03:24:00",5490.15
"2017-10-18 03:25:00",5486.03
"2017-10-18 03:26:00",5486.09
"2017-10-18 03:27:00",5484.25
"2017-10-18 03:28:00",5484.33
"2017-10-18 03:29:00",5484.33
"2017-10-18 03:30:00",5485.06
"2017-10-18 03:31:00",5484.98
"2017-10-18 03:32:00",5484.53
"2017-10-18 03:33:00",5480.1
"2017-10-18 03:34:00",5480.23
"2017-10-18 03:35:00",5478.7
"2017-10-18 03:36:00",5473.28
"2017-10-18 03:37:00",5471.12
"2017-10-18 03:38:00",5473.17
"2017-10-18 03:39:00",5475.73
"2017-10-18 03:40:00",5475.7
"2017-10-18 03:41:00",5474.49
"2017-10-18 03:42:00",5475.09
"2017-10-18 03:43:00",5474.57
"2017-10-18 03:44:00",5472.46
"2017-10-18 03:45:00",5468.11
"2017-10-18 03:46:00",5468.22
"2017-10-18 03:47:00",5467.18
"2017-10-18 03:48:00",5466.67
"2017-10-18 03:49:00",5465.78
"2017-10-18 03:50:00",5464.39
"2017-10-18 03:51:00",5464.87
"2017-10-18 03:52:00",5470.41
"2017-10-18 03:53:00",5479.84
"2017-10-18 03:54:00",5486.68
"2017-10-18 03:55:00",5495.36
"2017-10-18 03:56:00",5498.57
"2017-10-18 03:57:00",5498.87
"2017-10-18 03:58:00",5496.21
"2017-10-18 03:59:00",5495.21
"2017-10-18 04:00:00",5495.04
"2017-10-18 04:01:00",5504.64
"2017-10-18 04:02:00",5515.31
"2017-10-18 04:03:00",5515.83
"2017-10-18 04:04:00",5517.11
"2017-10-18 04:05:00",5515.05
"2017-10-18 04:06:00",5506.3
"2017-10-18 04:07:00",5507.08
"2017-10-18 04:08:00",5502.75
"2017-10-18 04:09:00",5502.04
"2017-10-18 04:10:00",5503.3
"2017-10-18 04:11:00",5509.39
"2017-10-18 04:12:00",5509.04
"2017-10-18 04:13:00",5511.11
"2017-10-18 04:14:00",5514.06
"2017-10-18 04:15:00",5519.97
"2017-10-18 04:16:00",5530.35
"2017-10-18 04:17:00",5540.58
"2017-10-18 04:18:00",5540.78
"2017-10-18 04:19:00",5539.94
"2017-10-18 04:20:00",5541.68
"2017-10-18 04:21:00",5538.55
"2017-10-18 04:22:00",5538.34
"2017-10-18 04:23:00",5533.72
"2017-10-18 04:24:00",5534.04
"2017-10-18 04:25:00",5535.23
"2017-10-18 04:26:00",5537.11
"2017-10-18 04:27:00",5535.5
"2017-10-18 04:28:00",5529.83
"2017-10-18 04:29:00",5529
"2017-10-18 04:30:00",5527.51
"2017-10-18 04:31:00",5527.53
"2017-10-18 04:32:00",5527.01
"2017-10-18 04:33:00",5525.39
"2017-10-18 04:34:00",5524.51
"2017-10-18 04:35:00",5524.6
"2017-10-18 04:36:00",5524.62
"2017-10-18 04:37:00",5523.78
"2017-10-18 04:38:00",5522.01
"2017-10-18 04:39:00",5518.29
"2017-10-18 04:40:00",5517.72
"2017-10-18 04:41:00",5519.06
"2017-10-18 04:42:00",5527.09
"2017-10-18 04:43:00",5529.62
"2017-10-18 04:44:00",5528.83
"2017-10-18 04:45:00",5529.7
"2017-10-18 04:46:00",5528.85
"2017-10-18 04:47:00",5530.08
"2017-10-18 04:48:00",5531.51
"2017-10-18 04:49:00",5528.95
"2017-10-18 04:50:00",5530.32
"2017-10-18 04:51:00",5531.42
"2017-10-18 04:52:00",5531.39
"2017-10-18 04:53:00",5530.78
"2017-10-18 04:54:00",5529.62
"2017-10-18 04:55:00",5522.2
"2017-10-18 04:56:00",5523.79
"2017-10-18 04:57:00",5524.33
"2017-10-18 04:58:00",5524.51
"2017-10-18 04:59:00",5523.96
"2017-10-18 05:00:00",5525.24
"2017-10-18 05:01:00",5528.98
"2017-10-18 05:02:00",5531.28
"2017-10-18 05:03:00",5534.71
"2017-10-18 05:04:00",5536.7
"2017-10-18 05:05:00",5537.45
"2017-10-18 05:06:00",5537.75
"2017-10-18 05:07:00",5538.05
"2017-10-18 05:08:00",5538.5
"2017-10-18 05:09:00",5538.88
"2017-10-18 05:10:00",5539.1
"2017-10-18 05:11:00",5539.06
"2017-10-18 05:12:00",5535.09
"2017-10-18 05:13:00",5535.12
"2017-10-18 05:14:00",5535.72
"2017-10-18 05:15:00",5535.96
"2017-10-18 05:16:00",5536.29
"2017-10-18 05:17:00",5536.33
"2017-10-18 05:18:00",5536.13
"2017-10-18 05:19:00",5535.64
"2017-10-18 05:20:00",5536.11
"2017-10-18 05:21:00",5536.51
"2017-10-18 05:22:00",5537.11
"2017-10-18 05:23:00",5535.75
"2017-10-18 05:24:00",5532.59
"2017-10-18 05:25:00",5531.56
"2017-10-18 05:26:00",5532.93
"2017-10-18 05:27:00",5532.34
"2017-10-18 05:28:00",5533.28
"2017-10-18 05:29:00",5534.41
"2017-10-18 05:30:00",5535.39
"2017-10-18 05:31:00",5535.23
"2017-10-18 05:32:00",5532.94
"2017-10-18 05:33:00",5532.98
"2017-10-18 05:34:00",5531.52
"2017-10-18 05:35:00",5531.27
"2017-10-18 05:36:00",5531.84
"2017-10-18 05:37:00",5532.72
"2017-10-18 05:38:00",5532.64
"2017-10-18 05:39:00",5531.58
"2017-10-18 05:40:00",5530.67
"2017-10-18 05:41:00",5530.77
"2017-10-18 05:42:00",5531.2
"2017-10-18 05:43:00",5531.19
"2017-10-18 05:44:00",5529.76
"2017-10-18 05:45:00",5527.57
"2017-10-18 05:46:00",5517.96
"2017-10-18 05:47:00",5510.46
"2017-10-18 05:48:00",5509.01
"2017-10-18 05:49:00",5508.97
"2017-10-18 05:50:00",5508
"2017-10-18 05:51:00",5508.17
"2017-10-18 05:52:00",5507.71
"2017-10-18 05:53:00",5507.57
"2017-10-18 05:54:00",5508.73
"2017-10-18 05:55:00",5509.13
"2017-10-18 05:56:00",5509.02
"2017-10-18 05:57:00",5508.76
"2017-10-18 05:58:00",5508.88
"2017-10-18 05:59:00",5509.99
"2017-10-18 06:00:00",5510.7
"2017-10-18 06:01:00",5511.42
"2017-10-18 06:02:00",5507.77
"2017-10-18 06:03:00",5502.54
"2017-10-18 06:04:00",5494.24
"2017-10-18 06:05:00",5479.05
"2017-10-18 06:06:00",5472.76
"2017-10-18 06:07:00",5467.08
"2017-10-18 06:08:00",5464.65
"2017-10-18 06:09:00",5460.19
"2017-10-18 06:10:00",5415.91
"2017-10-18 06:11:00",5421.2
"2017-10-18 06:12:00",5415.46
"2017-10-18 06:13:00",5415.49
"2017-10-18 06:14:00",5414.56
"2017-10-18 06:15:00",5406.58
"2017-10-18 06:16:00",5400.25
"2017-10-18 06:17:00",5391.84
"2017-10-18 06:18:00",5389.91
"2017-10-18 06:19:00",5398.18
"2017-10-18 06:20:00",5417.4
"2017-10-18 06:21:00",5405.99
"2017-10-18 06:22:00",5393.29
"2017-10-18 06:23:00",5393.81
"2017-10-18 06:24:00",5392.14
"2017-10-18 06:25:00",5399.62
"2017-10-18 06:26:00",5411.01
"2017-10-18 06:27:00",5419.2
"2017-10-18 06:28:00",5419.39
"2017-10-18 06:29:00",5416.69
"2017-10-18 06:30:00",5415.42
"2017-10-18 06:31:00",5412.51
"2017-10-18 06:32:00",5400.04
"2017-10-18 06:33:00",5391.97
"2017-10-18 06:34:00",5390.08
"2017-10-18 06:35:00",5391.86
"2017-10-18 06:36:00",5394.54
"2017-10-18 06:37:00",5395.04
"2017-10-18 06:38:00",5393.46
"2017-10-18 06:39:00",5389.92
"2017-10-18 06:40:00",5378.36
"2017-10-18 06:41:00",5371.64
"2017-10-18 06:42:00",5367.68
"2017-10-18 06:43:00",5351.92
"2017-10-18 06:44:00",5345.03
"2017-10-18 06:45:00",5344.64
"2017-10-18 06:46:00",5351.02
"2017-10-18 06:47:00",5363.06
"2017-10-18 06:48:00",5373.32
"2017-10-18 06:49:00",5371.67
"2017-10-18 06:50:00",5368.46
"2017-10-18 06:51:00",5368.6
"2017-10-18 06:52:00",5366.17
"2017-10-18 06:53:00",5369
"2017-10-18 06:54:00",5369.39
"2017-10-18 06:55:00",5369.66
"2017-10-18 06:56:00",5367.9
"2017-10-18 06:57:00",5367.37
"2017-10-18 06:58:00",5357.51
"2017-10-18 06:59:00",5341.47
"2017-10-18 07:00:00",5334.89
"2017-10-18 07:01:00",5333.77
"2017-10-18 07:02:00",5339.12
"2017-10-18 07:03:00",5352.73
"2017-10-18 07:04:00",5358.9
"2017-10-18 07:05:00",5363.41
"2017-10-18 07:06:00",5366.4
"2017-10-18 07:07:00",5367.2
"2017-10-18 07:08:00",5369.77
"2017-10-18 07:09:00",5372.1
"2017-10-18 07:10:00",5376.75
"2017-10-18 07:11:00",5380.3
"2017-10-18 07:12:00",5377.33
"2017-10-18 07:13:00",5375.47
"2017-10-18 07:14:00",5372.1
"2017-10-18 07:15:00",5371.94
"2017-10-18 07:16:00",5373.71
"2017-10-18 07:17:00",5374.82
"2017-10-18 07:18:00",5378.95
"2017-10-18 07:19:00",5377.25
"2017-10-18 07:20:00",5369.08
"2017-10-18 07:21:00",5365.08
"2017-10-18 07:22:00",5368.84
"2017-10-18 07:23:00",5367.28
"2017-10-18 07:24:00",5366.82
"2017-10-18 07:25:00",5366.65
"2017-10-18 07:26:00",5365.22
"2017-10-18 07:27:00",5365.15
"2017-10-18 07:28:00",5365.02
"2017-10-18 07:29:00",5363.06
"2017-10-18 07:30:00",5362.75
"2017-10-18 07:31:00",5362.64
"2017-10-18 07:32:00",5362.69
"2017-10-18 07:33:00",5363
"2017-10-18 07:34:00",5362.65
"2017-10-18 07:35:00",5361.82
"2017-10-18 07:36:00",5361.51
"2017-10-18 07:37:00",5361.52
"2017-10-18 07:38:00",5362.15
"2017-10-18 07:39:00",5361.8
"2017-10-18 07:40:00",5363.57
"2017-10-18 07:41:00",5365.32
"2017-10-18 07:42:00",5365.51
"2017-10-18 07:43:00",5365.56
"2017-10-18 07:44:00",5365.78
"2017-10-18 07:45:00",5365.76
"2017-10-18 07:46:00",5364.65
"2017-10-18 07:47:00",5365.4
"2017-10-18 07:48:00",5362.15
"2017-10-18 07:49:00",5349.94
"2017-10-18 07:50:00",5341.77
"2017-10-18 07:51:00",5336.76
"2017-10-18 07:52:00",5331.57
"2017-10-18 07:53:00",5307.67
"2017-10-18 07:54:00",5294.86
"2017-10-18 07:55:00",5285.43
"2017-10-18 07:56:00",5290.6
"2017-10-18 07:57:00",5299.86
"2017-10-18 07:58:00",5301.58
"2017-10-18 07:59:00",5297.15
"2017-10-18 08:00:00",5296.49
"2017-10-18 08:01:00",5285.13
"2017-10-18 08:02:00",5269.47
"2017-10-18 08:03:00",5250.46
"2017-10-18 08:04:00",5244.78
"2017-10-18 08:05:00",5245.08
"2017-10-18 08:06:00",5252.4
"2017-10-18 08:07:00",5255.7
"2017-10-18 08:08:00",5266.3
"2017-10-18 08:09:00",5265.7
"2017-10-18 08:10:00",5276.03
"2017-10-18 08:11:00",5281.6
"2017-10-18 08:12:00",5285.14
"2017-10-18 08:13:00",5284.41
"2017-10-18 08:14:00",5291.61
"2017-10-18 08:15:00",5297.44
"2017-10-18 08:16:00",5301.86
"2017-10-18 08:17:00",5302.68
"2017-10-18 08:18:00",5304.38
"2017-10-18 08:19:00",5312.38
"2017-10-18 08:20:00",5323.84
"2017-10-18 08:21:00",5323.22
"2017-10-18 08:22:00",5316.82
"2017-10-18 08:23:00",5308.26
"2017-10-18 08:24:00",5312.83
"2017-10-18 08:25:00",5317.5
"2017-10-18 08:26:00",5316.47
"2017-10-18 08:27:00",5300.51
"2017-10-18 08:28:00",5295.88
"2017-10-18 08:29:00",5298.09
"2017-10-18 08:30:00",5299.23
"2017-10-18 08:31:00",5299.18
"2017-10-18 08:32:00",5299.36
"2017-10-18 08:33:00",5298.86
"2017-10-18 08:34:00",5299.98
"2017-10-18 08:35:00",5312.93
"2017-10-18 08:36:00",5321.86
"2017-10-18 08:37:00",5329.32
"2017-10-18 08:38:00",5338.58
"2017-10-18 08:39:00",5348.02
"2017-10-18 08:40:00",5354.44
"2017-10-18 08:41:00",5351.09
"2017-10-18 08:42:00",5347.54
"2017-10-18 08:43:00",5346.5
"2017-10-18 08:44:00",5351.02
"2017-10-18 08:45:00",5357.28
"2017-10-18 08:46:00",5357.98
"2017-10-18 08:47:00",5356.6
"2017-10-18 08:48:00",5349.9
"2017-10-18 08:49:00",5349.04
"2017-10-18 08:50:00",5349.68
"2017-10-18 08:51:00",5349.01
"2017-10-18 08:52:00",5348.41
"2017-10-18 08:53:00",5348.8
"2017-10-18 08:54:00",5349.28
"2017-10-18 08:55:00",5349.67
"2017-10-18 08:56:00",5350.54
"2017-10-18 08:57:00",5351.18
"2017-10-18 08:58:00",5353.07
"2017-10-18 08:59:00",5353.57
"2017-10-18 09:00:00",5351.94
"2017-10-18 09:01:00",5354.83
"2017-10-18 09:02:00",5357.03
"2017-10-18 09:03:00",5371.06
"2017-10-18 09:04:00",5371.97
"2017-10-18 09:05:00",5369.2
"2017-10-18 09:06:00",5371.81
"2017-10-18 09:07:00",5380.4
"2017-10-18 09:08:00",5394.75
"2017-10-18 09:09:00",5390.78
"2017-10-18 09:10:00",5385.64
"2017-10-18 09:11:00",5378.97
"2017-10-18 09:12:00",5376.44
"2017-10-18 09:13:00",5371.5
"2017-10-18 09:14:00",5372.2
"2017-10-18 09:15:00",5376.2
"2017-10-18 09:16:00",5373.76
"2017-10-18 09:17:00",5353.7
"2017-10-18 09:18:00",5351.04
"2017-10-18 09:19:00",5350.7
"2017-10-18 09:20:00",5355.22
"2017-10-18 09:21:00",5354.46
"2017-10-18 09:22:00",5349.04
"2017-10-18 09:23:00",5346.98
"2017-10-18 09:24:00",5349.15
"2017-10-18 09:25:00",5348.12
"2017-10-18 09:26:00",5345.08
"2017-10-18 09:27:00",5343.83
"2017-10-18 09:28:00",5348.62
"2017-10-18 09:29:00",5346.34
"2017-10-18 09:30:00",5347.35
"2017-10-18 09:31:00",5347.53
"2017-10-18 09:32:00",5343.31
"2017-10-18 09:33:00",5343.45
"2017-10-18 09:34:00",5342.5
"2017-10-18 09:35:00",5344.76
"2017-10-18 09:36:00",5345.47
"2017-10-18 09:37:00",5347.8
"2017-10-18 09:38:00",5347.72
"2017-10-18 09:39:00",5348.56
"2017-10-18 09:40:00",5347.67
"2017-10-18 09:41:00",5348.77
"2017-10-18 09:42:00",5351.59
"2017-10-18 09:43:00",5352.9
"2017-10-18 09:44:00",5354.92
"2017-10-18 09:45:00",5365.92
"2017-10-18 09:46:00",5370.95
"2017-10-18 09:47:00",5365.19
"2017-10-18 09:48:00",5356.34
"2017-10-18 09:49:00",5353.42
"2017-10-18 09:50:00",5355.7
"2017-10-18 09:51:00",5355.45
"2017-10-18 09:52:00",5355.93
"2017-10-18 09:53:00",5355.94
"2017-10-18 09:54:00",5355.6
"2017-10-18 09:55:00",5356.69
"2017-10-18 09:56:00",5357.18
"2017-10-18 09:57:00",5357.13
"2017-10-18 09:58:00",5356.89
"2017-10-18 09:59:00",5357.33
"2017-10-18 10:00:00",5357.45
"2017-10-18 10:01:00",5357.34
"2017-10-18 10:02:00",5356.51
"2017-10-18 10:03:00",5353.15
"2017-10-18 10:04:00",5339.52
"2017-10-18 10:05:00",5311.96
"2017-10-18 10:06:00",5303.71
"2017-10-18 10:07:00",5307.27
"2017-10-18 10:08:00",5313.41
"2017-10-18 10:09:00",5313.98
"2017-10-18 10:10:00",5316.07
"2017-10-18 10:11:00",5314.61
"2017-10-18 10:12:00",5305.35
"2017-10-18 10:13:00",5304.57
"2017-10-18 10:14:00",5307.33
"2017-10-18 10:15:00",5309.82
"2017-10-18 10:16:00",5306.13
"2017-10-18 10:17:00",5303.84
"2017-10-18 10:18:00",5301.34
"2017-10-18 10:19:00",5300.58
"2017-10-18 10:20:00",5293.76
"2017-10-18 10:21:00",5281.9
"2017-10-18 10:22:00",5281.13
"2017-10-18 10:23:00",5290.13
"2017-10-18 10:24:00",5301.09
"2017-10-18 10:25:00",5304.69
"2017-10-18 10:26:00",5314.41
"2017-10-18 10:27:00",5315.43
"2017-10-18 10:28:00",5310.73
"2017-10-18 10:29:00",5313.87
"2017-10-18 10:30:00",5315.09
"2017-10-18 10:31:00",5315.88
"2017-10-18 10:32:00",5316.08
"2017-10-18 10:33:00",5317.93
"2017-10-18 10:34:00",5314.99
"2017-10-18 10:35:00",5314.54
"2017-10-18 10:36:00",5313.43
"2017-10-18 10:37:00",5313.07
"2017-10-18 10:38:00",5313.6
"2017-10-18 10:39:00",5317.18
"2017-10-18 10:40:00",5317.59
"2017-10-18 10:41:00",5320.16
"2017-10-18 10:42:00",5320.49
"2017-10-18 10:43:00",5323.2
"2017-10-18 10:44:00",5326.43
"2017-10-18 10:45:00",5327.6
"2017-10-18 10:46:00",5325.17
"2017-10-18 10:47:00",5322.38
"2017-10-18 10:48:00",5317.26
"2017-10-18 10:49:00",5313.24
"2017-10-18 10:50:00",5309.41
"2017-10-18 10:51:00",5306.9
"2017-10-18 10:52:00",5305.28
"2017-10-18 10:53:00",5305.28
"2017-10-18 10:54:00",5307.31
"2017-10-18 10:55:00",5308.7
"2017-10-18 10:56:00",5314.58
"2017-10-18 10:57:00",5316.19
"2017-10-18 10:58:00",5321.28
"2017-10-18 10:59:00",5318.19
"2017-10-18 11:00:00",5313.07
"2017-10-18 11:01:00",5302.95
"2017-10-18 11:02:00",5289.03
"2017-10-18 11:03:00",5275.46
"2017-10-18 11:04:00",5272.72
"2017-10-18 11:05:00",5279.08
"2017-10-18 11:06:00",5271.67
"2017-10-18 11:07:00",5271.2
"2017-10-18 11:08:00",5273.85
"2017-10-18 11:09:00",5274.07
"2017-10-18 11:10:00",5278.92
"2017-10-18 11:11:00",5278.97
"2017-10-18 11:12:00",5277.87
"2017-10-18 11:13:00",5272.57
"2017-10-18 11:14:00",5267.06
"2017-10-18 11:15:00",5250.16
"2017-10-18 11:16:00",5246.72
"2017-10-18 11:17:00",5264.28
"2017-10-18 11:18:00",5272.15
"2017-10-18 11:19:00",5277.81
"2017-10-18 11:20:00",5276.01
"2017-10-18 11:21:00",5277.7
"2017-10-18 11:22:00",5285.57
"2017-10-18 11:23:00",5284.07
"2017-10-18 11:24:00",5285.21
"2017-10-18 11:25:00",5287.7
"2017-10-18 11:26:00",5288.21
"2017-10-18 11:27:00",5287.32
"2017-10-18 11:28:00",5282.58
"2017-10-18 11:29:00",5276.54
"2017-10-18 11:30:00",5272.16
"2017-10-18 11:31:00",5261.42
"2017-10-18 11:32:00",5254.8
"2017-10-18 11:33:00",5257.37
"2017-10-18 11:34:00",5257.05
"2017-10-18 11:35:00",5258.71
"2017-10-18 11:36:00",5260.96
"2017-10-18 11:37:00",5262.23
"2017-10-18 11:38:00",5260.5
"2017-10-18 11:39:00",5260.22
"2017-10-18 11:40:00",5255.71
"2017-10-18 11:41:00",5253.44
"2017-10-18 11:42:00",5250.73
"2017-10-18 11:43:00",5251.01
"2017-10-18 11:44:00",5260.66
"2017-10-18 11:45:00",5262.17
"2017-10-18 11:46:00",5264.33
"2017-10-18 11:47:00",5276.98
"2017-10-18 11:48:00",5292.68
"2017-10-18 11:49:00",5296.05
"2017-10-18 11:50:00",5313.31
"2017-10-18 11:51:00",5314.74
"2017-10-18 11:52:00",5314.95
"2017-10-18 11:53:00",5298.75
"2017-10-18 11:54:00",5286.66
"2017-10-18 11:55:00",5286.52
"2017-10-18 11:56:00",5295.37
"2017-10-18 11:57:00",5305.51
"2017-10-18 11:58:00",5311.63
"2017-10-18 11:59:00",5307.3
"2017-10-18 12:00:00",5305.17
"2017-10-18 12:01:00",5305.12
"2017-10-18 12:02:00",5305.77
"2017-10-18 12:03:00",5310.83
"2017-10-18 12:04:00",5319.28
"2017-10-18 12:05:00",5326.15
"2017-10-18 12:06:00",5333.13
"2017-10-18 12:07:00",5323.98
"2017-10-18 12:08:00",5320.27
"2017-10-18 12:09:00",5322.72
"2017-10-18 12:10:00",5325.09
"2017-10-18 12:11:00",5327.55
"2017-10-18 12:12:00",5326.51
"2017-10-18 12:13:00",5324.64
"2017-10-18 12:14:00",5326.06
"2017-10-18 12:15:00",5328.37
"2017-10-18 12:16:00",5327.48
